Pulse height	Charge integral
0.028807	40
0.032182	17
0.073841	127
0.071942	123
0.031127	6
0.040619	18
0.112230	171
0.035346	6
0.034291	6
0.027436	10
0.058021	18
0.033764	15
0.028807	22
0.073313	102
0.155998	199
0.064982	98
0.126257	168
0.116448	151
0.033764	5
0.027436	31
0.093352	137
0.089239	102
0.049795	35
0.027542	19
0.089344	98
0.030600	19
0.025010	2
0.030073	27
0.032077	8
0.108539	156
0.063505	91
0.069728	66
0.055173	34
0.139967	238
0.031022	24
0.023956	18
0.032920	7
0.075423	75
0.133850	196
0.035241	11
0.046103	15
0.026171	12
0.126362	204
0.121827	175
0.063400	5
0.124991	190
0.075739	93
0.031233	6
0.029229	42
0.083965	102
0.040514	36
0.027647	8
0.039565	28
0.071415	104
0.120562	10
0.042096	54
0.043467	18
0.066985	87
0.077848	111
0.030917	3
0.108433	127
0.035451	7
0.054962	13
0.082067	96
0.106746	127
0.032604	3
0.051271	58
0.032709	15
0.036295	22
0.024905	17
0.041147	61
0.042834	37
0.089660	122
0.035346	16
0.037666	51
0.060658	65
0.047685	59
0.027753	12
0.026276	29
0.040408	34
0.055806	2
0.054646	84
0.027647	5
0.029335	17
0.026592	26
0.068884	83
0.027225	32
0.102527	179
0.111808	162
0.050006	45
0.028069	13
0.063083	80
0.027858	9
0.032288	40
0.074895	121
0.032288	47
0.067091	108
0.065298	31
0.066247	78
0.065614	69
0.040936	9
0.046209	54
0.054857	54
0.111175	117
0.037244	4
0.030600	23
0.063294	78
0.132374	180
0.041990	9
0.050217	42
0.091981	113
0.027120	5
0.032709	35
0.049056	39
0.059181	109
0.031338	23
0.024905	14
0.038826	12
0.031233	48
0.025749	10
0.064032	14
0.050955	60
0.070360	74
0.026592	22
0.071626	4
0.037455	27
0.032920	40
0.125518	187
0.093668	133
0.094301	149
0.054435	43
0.038721	7
0.050955	43
0.068567	82
0.133956	228
0.136909	214
0.064665	75
0.027225	12
0.069938	29
0.098941	116
0.040619	44
0.049056	64
0.026382	7
0.087973	104
0.034186	40
0.034924	5
0.024589	2
0.033131	32
0.126046	188
0.038299	53
0.051271	66
0.122776	210
0.029545	4
0.030178	9
0.059603	83
0.042096	6
0.029967	4
0.026382	5
0.137225	191
0.076794	16
0.030178	5
0.041674	31
0.024483	7
0.052115	62
0.065087	107
0.066458	97
0.115816	166
0.134694	192
0.032498	19
0.028174	33
0.129526	187
0.104953	144
0.097781	150
0.035135	42
0.075423	100
0.036506	51
0.040725	8
0.029545	7
0.032709	27
0.052642	75
0.049584	9
0.163908	254
0.044205	28
0.046947	21
0.052326	57
0.060130	73
0.124780	164
0.069517	104
0.029018	28
0.079430	126
0.026487	13
0.063611	91
0.029862	25
0.041779	16
0.030917	4
0.076161	135
0.065087	69
0.035241	34
0.080696	118
0.125413	183
0.032920	51
0.032393	39
0.032182	10
0.044205	54
0.044838	6
0.033764	3
0.113285	165
0.041568	25
0.052959	66
0.040619	9
0.060974	8
0.086075	141
0.065614	84
0.042623	20
0.031760	5
0.034080	3
0.149459	238
0.125835	233
0.102633	198
0.088078	133
0.045049	10
0.078692	46
0.109910	134
0.026065	21
0.058548	51
0.113390	182
0.051588	85
0.025116	6
0.030917	14
0.127839	179
0.035241	10
0.108117	10
0.103160	184
0.040619	37
0.034186	9
0.116027	166
0.077321	108
0.032182	32
0.066353	53
0.040936	5
0.043467	9
0.054752	74
0.044627	10
0.027858	13
0.052326	72
0.031971	14
0.102843	151
0.074157	78
0.062767	75
0.036084	31
0.117398	178
0.025116	7
0.113179	163
0.043678	63
0.066142	10
0.034397	12
0.028702	31
0.042623	6
0.053381	48
0.039143	7
0.084493	101
0.028069	7
0.071837	17
0.065720	8
0.026171	4
0.156209	199
0.032498	7
0.043467	2
0.038615	50
0.122144	199
0.026592	26
0.036612	52
0.041674	34
0.050638	61
0.123515	165
0.042939	5
0.033764	22
0.043361	12
0.063822	79
0.030284	33
0.142604	167
0.059603	72
0.051377	48
0.046525	24
0.036190	4
0.117398	176
0.038826	70
0.071310	100
0.027331	3
0.094934	125
0.070677	10
0.057072	81
0.040408	8
0.054857	72
0.113706	161
0.054962	64
0.066775	77
0.037877	15
0.028385	11
0.125518	218
0.030706	11
0.038932	6
0.081118	112
0.039776	37
0.029967	30
0.066564	103
0.037983	9
0.132796	205
0.067829	96
0.096199	79
0.138491	208
0.033764	37
0.060130	64
0.034924	32
0.147244	205
0.046842	5
0.045471	14
0.077110	16
0.121616	212
0.073841	123
0.042939	53
0.029335	15
0.139229	198
0.042939	45
0.040619	47
0.063822	79
0.041358	17
0.049056	10
0.071942	104
0.044205	11
0.040514	42
0.049056	23
0.039143	12
0.028702	5
0.038088	49
0.037244	12
0.028491	25
0.043783	18
0.045049	34
0.029440	13
0.030495	43
0.064876	86
0.042729	16
0.118558	174
0.033764	37
0.055490	72
0.113917	186
0.032077	2
0.029756	14
0.033237	55
0.098625	183
0.102000	135
0.087340	135
0.081961	122
0.075528	81
0.037561	68
0.088817	118
0.029545	44
0.040197	7
0.037244	11
0.044627	14
0.118452	183
0.034924	12
0.065825	16
0.027858	12
0.055806	2
0.029545	35
0.091664	130
0.068989	6
0.036717	38
0.138596	187
0.046103	5
0.087446	120
0.073313	17
0.101262	157
0.048424	65
0.044732	30
0.040830	4
0.032288	5
0.041358	42
0.055279	92
0.026803	15
0.059919	101
0.043467	15
0.114339	191
0.037455	33
0.033764	41
0.036612	42
0.041463	38
0.101051	142
0.116765	105
0.034819	17
0.029967	12
0.095883	133
0.034819	6
0.105480	157
0.034291	31
0.042623	15
0.030073	4
0.102527	188
0.113179	186
0.066775	5
0.108011	138
0.026171	12
0.111281	141
0.029862	13
0.026065	6
0.049373	2
0.118769	196
0.062029	75
0.053064	12
0.151568	252
0.029651	25
0.048529	24
0.035241	9
0.127100	246
0.068040	109
0.077426	109
0.052853	2
0.052115	75
0.115499	188
0.085547	138
0.041147	35
0.032498	37
0.069517	112
0.037877	55
0.025116	13
0.032182	7
0.046314	10
0.058126	67
0.101683	128
0.064032	19
0.117714	185
0.146506	179
0.027120	5
0.048846	12
0.038826	3
0.080379	99
0.026171	2
0.137225	196
0.122671	141
0.081645	81
0.040725	12
0.031655	16
0.063611	120
0.128577	170
0.040725	31
0.084176	132
0.060658	4
0.082911	112
0.071837	104
0.065403	90
0.031866	31
0.053275	60
0.036506	23
0.037033	2
0.081223	105
0.138596	217
0.084493	135
0.040936	34
0.032920	29
0.089133	111
0.109804	168
0.042307	33
0.050322	49
0.052220	65
0.027331	8
0.063822	8
0.119929	192
0.042834	34
0.084809	125
0.036506	36
0.040408	62
0.067724	11
0.032709	39
0.054435	64
0.035135	18
0.035241	45
0.068884	35
0.066669	15
0.031022	33
0.064665	11
0.032604	32
0.032393	3
0.035979	46
0.161376	218
0.090082	126
0.051271	40
0.033237	3
0.032498	19
0.104320	138
0.046314	6
0.037033	5
0.109066	201
0.129632	144
0.099469	160
0.067618	114
0.035662	47
0.028069	6
0.046947	17
0.050849	79
0.031022	8
0.025538	9
0.024905	6
0.058337	102
0.046736	5
0.127311	173
0.044416	60
0.034291	25
0.058126	7
0.043783	2
0.044627	55
0.039354	22
0.024694	31
0.050533	36
0.112652	174
0.053486	84
0.126257	201
0.104004	184
0.045365	73
0.111703	172
0.047369	12
0.026171	8
0.091770	123
0.029124	55
0.034291	25
0.132479	246
0.131214	209
0.032077	7
0.025854	7
0.128366	173
0.048951	3
0.042307	44
0.041568	52
0.028280	17
0.150197	207
0.120773	192
0.113074	178
0.040830	5
0.048424	61
0.027331	5
0.023639	21
0.024589	2
0.068040	12
0.144608	251
0.063505	101
0.043889	40
0.083860	113
0.025960	33
0.034186	28
0.029545	2
0.031971	3
0.027331	13
0.024694	16
0.077426	101
0.037244	13
0.100945	165
0.025538	15
0.025010	14
0.026698	4
0.066353	91
0.033764	7
0.084071	97
0.040514	18
0.097254	113
0.024061	15
0.104847	169
0.025643	6
0.047264	10
0.031127	9
0.048740	17
0.090293	153
0.054857	52
0.139756	185
0.034713	14
0.053802	75
0.040619	31
0.049267	19
0.082805	127
0.076688	96
0.136803	214
0.027014	7
0.039670	60
0.079747	94
0.064032	102
0.024905	3
0.062345	28
0.122882	156
0.029018	6
0.027331	2
0.065720	77
0.033237	38
0.046842	59
0.054962	3
0.035451	6
0.025643	2
0.048740	65
0.027120	9
0.053275	68
0.078798	100
0.039986	10
0.031022	6
0.026382	11
0.033131	48
0.036506	39
0.047896	9
0.073630	94
0.025960	33
0.135643	188
0.056017	3
0.031760	13
0.065720	23
0.057072	66
0.060869	100
0.170763	238
0.024800	22
0.044627	12
0.032077	9
0.092719	102
0.062450	100
0.027963	39
0.130159	167
0.055490	95
0.072470	99
0.029335	9
0.024378	2
0.033342	19
0.113812	176
0.036823	6
0.052853	7
0.103687	169
0.038721	5
0.067091	64
0.093246	125
0.050006	19
0.036506	4
0.031866	46
0.107168	190
0.134167	254
0.119191	182
0.025960	25
0.056334	47
0.042939	6
0.067724	90
0.119929	183
0.025432	4
0.057599	62
0.058548	47
0.051060	10
0.031866	21
0.094617	111
0.083754	129
0.053802	4
0.040408	33
0.038826	3
0.024905	14
0.040303	18
0.040197	32
0.062556	43
0.030389	6
0.051693	42
0.052431	8
0.100840	128
0.057705	64
0.084176	61
0.089344	83
0.033131	11
0.028174	45
0.137330	167
0.034291	42
0.074684	112
0.033870	2
0.048213	46
0.047369	9
0.048213	74
0.075106	87
0.029756	43
0.038615	51
0.138596	184
0.077954	98
0.040092	45
0.042307	47
0.045365	20
0.040197	65
0.038932	47
0.064665	115
0.032288	15
0.038088	29
0.074052	110
0.036401	11
0.029229	5
0.029862	17
0.079325	103
0.045682	29
0.093668	151
0.038615	5
0.026276	5
0.122038	170
0.024483	23
0.028913	9
0.133217	195
0.029124	7
0.033764	23
0.110859	142
0.029967	30
0.034291	4
0.037139	29
0.031022	48
0.077110	81
0.049267	8
0.141655	175
0.052009	59
0.057705	9
0.036295	4
0.060447	13
0.037983	46
0.042307	60
0.036928	10
0.042412	61
0.106113	167
0.054119	5
0.065298	93
0.099785	89
0.051904	15
0.037139	8
0.164857	234
0.046525	88
0.028913	23
0.097887	134
0.032182	2
0.033870	15
0.045471	21
0.058970	68
0.038405	22
0.060341	67
0.045682	44
0.032077	26
0.132268	234
0.036928	18
0.042518	57
0.035241	39
0.030389	15
0.040303	64
0.052326	43
0.114445	122
0.065825	9
0.112968	62
0.025432	11
0.044627	14
0.123093	205
0.029862	4
0.030284	6
0.069938	82
0.043572	7
0.060236	26
0.089133	132
0.032498	15
0.038405	12
0.108433	168
0.122882	188
0.053802	56
0.127206	169
0.025010	18
0.096727	116
0.061079	31
0.032815	10
0.054646	6
0.040408	42
0.131214	167
0.101789	168
0.083227	151
0.023429	15
0.050322	21
0.056861	11
0.024061	11
0.026487	39
0.036612	10
0.048213	58
0.067618	49
0.049056	62
0.062767	85
0.033659	34
0.074157	102
0.055595	66
0.099996	133
0.029756	6
0.032077	11
0.086286	103
0.065825	78
0.050322	69
0.131741	192
0.123936	198
0.027014	13
0.144080	218
0.064876	69
0.033659	15
0.091875	131
0.068567	59
0.055490	14
0.026065	4
0.068251	9
0.063294	87
0.041252	21
0.078376	145
0.044521	3
0.056544	86
0.060236	59
0.038615	2
0.115394	162
0.032920	13
0.071731	96
0.030495	17
0.037244	26
0.031760	6
0.039881	10
0.026382	29
0.050217	4
0.075423	90
0.085125	124
0.035451	3
0.054541	57
0.104636	141
0.028702	31
0.030073	2
0.092192	153
0.056439	78
0.037350	20
0.119612	219
0.062345	78
0.035557	42
0.165279	261
0.050322	10
0.041041	6
0.127522	196
0.102949	139
0.128577	214
0.028174	10
0.126257	148
0.053802	46
0.038826	63
0.037244	46
0.087129	113
0.114761	183
0.026382	9
0.042729	19
0.035979	30
0.046209	12
0.039670	15
0.033764	18
0.025960	34
0.043256	55
0.116659	157
0.123093	183
0.032288	5
0.055279	15
0.069728	87
0.043150	63
0.044521	26
0.035979	44
0.050533	3
0.073208	90
0.029862	30
0.031866	18
0.096832	128
0.051166	61
0.035451	31
0.038194	19
0.034819	12
0.051482	6
0.033870	60
0.047369	39
0.027120	7
0.046420	62
0.030706	7
0.089766	131
0.086602	145
0.040514	44
0.039248	57
0.048107	14
0.027753	11
0.056017	15
0.051271	67
0.127522	156
0.027858	31
0.028702	4
0.030073	12
0.055912	69
0.057494	19
0.037877	31
0.086286	128
0.118769	186
0.055068	72
0.126784	206
0.048002	4
0.052537	84
0.047896	61
0.056334	85
0.031233	11
0.048951	21
0.070888	103
0.057283	64
0.101367	179
0.044311	19
0.050006	6
0.057388	5
0.056755	77
0.049795	53
0.038510	36
0.080801	130
0.130792	218
0.054435	48
0.061079	112
0.111703	163
0.044943	64
0.090399	112
0.077216	128
0.037350	11
0.027542	13
0.066985	115
0.068146	111
0.087129	120
0.142287	201
0.027753	10
0.079008	103
0.062978	81
0.042623	57
0.043467	46
0.114023	198
0.036190	40
0.045471	73
0.068040	84
0.037244	39
0.049584	74
0.036717	12
0.038932	47
0.029335	12
0.038405	7
0.050217	7
0.101894	152
0.041041	3
0.111281	158
0.081329	123
0.080696	131
0.092719	118
0.032077	45
0.091559	87
0.041463	62
0.037139	36
0.091031	136
0.089133	146
0.055806	75
0.035662	50
0.031549	50
0.039354	12
0.044838	6
0.046842	49
0.045365	6
0.049056	6
0.171079	235
0.053486	76
0.054119	32
0.024378	19
0.028491	2
0.128261	172
0.110964	156
0.033659	5
0.048740	6
0.026171	27
0.044521	56
0.023850	26
0.032920	24
0.077848	81
0.080379	117
0.025854	18
0.091981	174
0.035135	20
0.050006	10
0.023218	10
0.048318	13
0.127311	185
0.036401	42
0.026171	20
0.085442	111
0.053064	90
0.030495	7
0.028913	32
0.041463	44
0.025010	11
0.032604	38
0.027014	5
0.052642	88
0.105480	167
0.075528	88
0.057915	5
0.050849	55
0.024800	3
0.058126	9
0.101156	165
0.076372	96
0.036717	25
0.033553	8
0.029124	10
0.079852	31
0.035030	5
0.042623	50
0.059076	93
0.079747	74
0.042623	5
0.024905	9
0.049900	55
0.072470	77
0.115183	152
0.111703	139
0.046525	57
0.047474	32
0.033342	6
0.034713	42
0.082172	112
0.030495	9
0.078798	138
0.047791	32
0.031760	6
0.116448	187
0.039881	22
0.079430	67
0.033342	8
0.039986	12
0.032815	6
0.026171	5
0.054119	86
0.085864	106
0.029967	24
0.033764	7
0.133956	203
0.052642	9
0.026909	9
0.134588	197
0.044627	12
0.027858	7
0.109277	159
0.102843	148
0.039459	33
0.041147	16
0.114128	185
0.092930	149
0.034819	29
0.029545	26
0.070782	79
0.075423	116
0.024483	10
0.032709	21
0.053802	60
0.075106	58
0.114866	131
0.104742	159
0.072891	101
0.076688	118
0.053591	46
0.075739	94
0.068778	107
0.039459	10
0.027014	5
0.109699	173
0.031233	39
0.056861	10
0.100945	155
0.034397	15
0.103687	154
0.027120	36
0.056017	9
0.050849	36
0.059708	79
0.059814	85
0.117187	155
0.030073	12
0.043678	12
0.044943	53
0.024800	2
0.026065	11
0.041779	12
0.030178	20
0.101262	135
0.028913	25
0.046209	6
0.061185	6
0.057494	21
0.116027	189
0.080274	140
0.055701	41
0.035662	11
0.073524	90
0.120034	162
0.038510	5
0.073208	101
0.033026	24
0.038932	35
0.069200	114
0.044100	6
0.031866	37
0.026065	5
0.036084	2
0.027542	10
0.040303	12
0.027014	4
0.049162	18
0.049373	51
0.043045	9
0.047369	20
0.029018	24
0.026171	14
0.027963	26
0.056334	67
0.065403	123
0.048213	53
0.154099	224
0.080696	11
0.025010	6
0.068040	78
0.045260	3
0.034397	43
0.053802	73
0.077848	128
0.043889	46
0.141127	224
0.039670	10
0.056334	94
0.047896	2
0.050533	22
0.124780	180
0.030706	18
0.045365	60
0.069938	68
0.071731	93
0.065720	104
0.028280	4
0.050217	10
0.048529	49
0.103371	146
0.028702	6
0.065509	32
0.028702	2
0.034608	11
0.110015	158
0.031022	32
0.035873	12
0.053486	68
0.030389	4
0.085442	110
0.044838	36
0.086602	14
0.126362	182
0.041041	5
0.057177	42
0.162958	197
0.103898	143
0.041252	61
0.148615	245
0.024905	10
0.032288	19
0.053170	11
0.036401	73
0.074368	84
0.094828	22
0.027858	10
0.080801	21
0.059497	3
0.061818	76
0.069306	76
0.052959	32
0.108117	199
0.060130	72
0.024800	27
0.045682	6
0.052326	56
0.024378	5
0.079852	71
0.036295	40
0.043467	65
0.068567	105
0.027542	5
0.030706	42
0.049584	26
0.064665	87
0.025116	12
0.088817	147
0.066353	99
0.035662	16
0.048846	32
0.095883	200
0.036084	25
0.100629	185
0.080063	96
0.120773	148
0.054224	43
0.024905	5
0.067302	103
0.099574	119
0.070044	98
0.030178	10
0.036190	25
0.039670	4
0.065931	83
0.056966	92
0.069306	9
0.052431	59
0.035241	10
0.037772	57
0.063189	72
0.075212	85
0.033342	35
0.053697	10
0.042518	12
0.166228	239
0.040408	10
0.092086	109
0.056650	7
0.034819	36
0.035557	4
0.062872	8
0.043256	56
0.108960	162
0.090082	85
0.029229	11
0.063083	20
0.139334	189
0.133112	236
0.054962	13
0.029967	34
0.052642	50
0.033131	41
0.048951	73
0.027120	2
0.039565	56
0.032920	17
0.098730	171
0.071099	103
0.041463	41
0.117714	168
0.114866	141
0.031338	7
0.094090	125
0.027120	4
0.070255	74
0.031866	8
0.040303	38
0.033026	26
0.104320	189
0.039881	63
0.121089	179
0.031971	30
0.114339	198
0.025643	4
0.099363	145
0.042834	49
0.086707	149
0.140916	229
0.023534	6
0.032920	5
0.062872	95
0.040408	79
0.026065	39
0.029862	21
0.109171	192
0.104847	175
0.032077	42
0.115605	150
0.117609	175
0.031760	31
0.094301	128
0.051693	39
0.024378	16
0.055701	56
0.033448	23
0.133534	217
0.102527	157
0.026065	22
0.080063	95
0.036612	44
0.115394	191
0.177934	228
0.078587	113
0.053064	55
0.082383	132
0.125097	198
0.102316	145
0.027858	4
0.042412	8
0.075423	106
0.056544	11
0.048951	14
0.026487	35
0.058759	72
0.113917	169
0.031127	3
0.133112	201
0.107168	108
0.137858	201
0.078059	120
0.073630	114
0.079325	9
0.041779	3
0.122565	163
0.053170	25
0.083438	96
0.031233	44
0.026382	7
0.116448	185
0.028174	6
0.094301	130
0.129526	224
0.040408	44
0.040197	43
0.120140	179
0.109910	168
0.031127	60
0.147666	189
0.025854	18
0.029124	38
0.075845	122
0.111070	150
0.028280	12
0.023639	14
0.047264	47
0.064138	2
0.040514	17
0.030389	11
0.030600	24
0.071837	32
0.046631	80
0.030495	6
0.039670	6
0.025010	17
0.060341	60
0.054646	78
0.032077	22
0.030389	10
0.032815	18
0.133956	193
0.067829	93
0.040303	18
0.027120	13
0.098836	135
0.030917	32
0.041041	47
0.107800	163
0.025116	32
0.092192	121
0.055701	46
0.076688	88
0.121616	196
0.091348	153
0.039881	58
0.052959	3
0.035768	36
0.060025	80
0.074052	87
0.049900	22
0.055806	89
0.041779	14
0.030917	45
0.030917	8
0.040092	2
0.027120	23
0.128471	172
0.045998	12
0.114866	130
0.087762	128
0.045787	70
0.097570	143
0.047264	53
0.051271	18
0.030600	44
0.035451	37
0.047791	49
0.051904	37
0.029862	28
0.102000	139
0.056966	69
0.056861	100
0.104636	135
0.052009	13
0.031549	39
0.116132	169
0.121933	146
0.107062	161
0.104742	161
0.076372	118
0.044205	31
0.037772	49
0.033659	5
0.085020	123
0.091664	123
0.057705	65
0.031338	19
0.040303	45
0.108328	137
0.036928	39
0.093984	143
0.049689	16
0.154416	206
0.043150	41
0.135749	173
0.035241	24
0.038299	9
0.056861	15
0.079114	109
0.047580	8
0.081118	125
0.033237	14
0.069306	118
0.131424	197
0.118136	177
0.044521	51
0.058021	45
0.038721	2
0.104847	155
0.045049	69
0.038510	5
0.032709	38
0.080274	123
0.062872	64
0.041779	4
0.033026	32
0.061607	9
0.034713	6
0.040936	48
0.053064	43
0.029229	12
0.029229	21
0.132374	248
0.029967	36
0.057599	73
0.046525	50
0.032709	22
0.064876	73
0.061818	50
0.041041	8
0.034186	30
0.029967	16
0.094934	115
0.055068	59
0.094934	141
0.094934	142
0.051377	96
0.053591	59
0.029335	32
0.033764	3
0.132268	239
0.106535	157
0.118663	190
0.026487	24
0.038510	39
0.118241	132
0.061185	16
0.043783	55
0.051904	52
0.145768	210
0.046842	8
0.036084	29
0.041674	62
0.128471	126
0.048635	21
0.057599	75
0.099785	156
0.045049	37
0.026487	36
0.029756	10
0.029545	7
0.026909	2
0.090504	133
0.024483	2
0.027753	29
0.058021	79
0.062978	97
0.066775	15
0.052326	7
0.062029	11
0.050322	2
0.047791	28
0.107906	172
0.051271	83
0.034819	59
0.107800	133
0.033764	16
0.107800	169
0.042096	47
0.074790	91
0.053591	15
0.036717	5
0.040092	43
0.076477	104
0.026382	4
0.043572	40
0.035662	2
0.120245	160
0.036823	8
0.031971	12
0.076477	113
0.026698	21
0.037666	12
0.108960	167
0.140178	241
0.057388	83
0.051904	38
0.072575	5
0.034713	3
0.027858	15
0.040725	61
0.077005	98
0.029651	47
0.089660	85
0.098203	145
0.077637	112
0.049267	6
0.096937	144
0.045260	72
0.030600	10
0.069938	99
0.143026	196
0.104425	157
0.139440	190
0.063400	84
0.081012	111
0.133534	189
0.116765	160
0.062134	87
0.026803	11
0.044732	21
0.039565	42
0.114656	208
0.025327	9
0.058443	52
0.093668	131
0.061290	78
0.045998	50
0.046631	11
0.032393	7
0.032920	6
0.094617	213
0.056228	60
0.052431	9
0.096410	117
0.117714	216
0.034186	22
0.058548	81
0.044205	55
0.028807	8
0.051693	8
0.103582	166
0.038826	8
0.108222	177
0.050955	59
0.025327	7
0.082172	98
0.041252	18
0.055490	37
0.024694	2
0.030495	30
0.030178	33
0.043361	32
0.101472	162
0.026382	19
0.111703	166
0.116554	142
0.040725	19
0.064982	90
0.028174	17
0.037561	13
0.029018	18
0.064560	63
0.030917	31
0.094090	142
0.045049	68
0.045576	76
0.099680	113
0.136803	167
0.058865	74
0.111281	170
0.082700	138
0.041885	4
0.044100	3
0.026382	2
0.035768	57
0.088606	158
0.024905	13
0.076583	91
0.057388	2
0.041568	7
0.048002	3
0.040725	74
0.046314	16
0.041568	13
0.027753	4
0.027858	27
0.034608	8
0.026592	14
0.039143	11
0.042623	3
0.031549	35
0.028069	9
0.052537	62
0.030706	3
0.082911	115
0.116659	151
0.023956	7
0.048740	10
0.038615	15
0.058126	60
0.046842	42
0.036084	13
0.032182	41
0.042412	48
0.137436	228
0.025010	19
0.089871	90
0.096199	154
0.051166	73
0.027647	8
0.039776	75
0.026276	15
0.118769	184
0.027436	43
0.043045	59
0.034080	9
0.078903	148
0.112441	141
0.052009	60
0.085442	111
0.079219	127
0.030389	7
0.095566	151
0.037666	11
0.074368	29
0.038299	7
0.034924	5
0.066247	3
0.043150	45
0.097254	150
0.055912	23
0.030706	6
0.029862	17
0.173294	230
0.049900	32
0.028174	30
0.120667	198
0.050849	22
0.039459	10
0.068357	11
0.037244	16
0.027331	26
0.087867	58
0.048529	52
0.028069	8
0.032604	35
0.052431	16
0.091031	134
0.069938	103
0.041674	11
0.064138	6
0.071204	90
0.043256	34
0.055912	60
0.072997	89
0.049584	62
0.025116	20
0.026382	13
0.024589	8
0.036506	50
0.102316	167
0.025643	21
0.050427	9
0.091031	127
0.033764	6
0.065720	84
0.074368	114
0.025538	11
0.029335	36
0.047791	46
0.028174	35
0.043150	4
0.058126	73
0.117081	136
0.045787	50
0.025010	6
0.130686	204
0.114234	174
0.027436	28
0.044838	42
0.137330	201
0.069306	111
0.091559	128
0.039248	34
0.048951	83
0.030495	36
0.101156	128
0.138807	191
0.122776	25
0.034186	47
0.030073	3
0.042412	61
0.064982	85
0.043361	6
0.031866	28
0.053802	62
0.087867	148
0.057072	68
0.035662	7
0.061818	78
0.026487	6
0.054752	65
0.113601	141
0.092192	129
0.067935	2
0.029862	13
0.052326	59
0.093774	154
0.027963	3
0.042518	66
0.067196	96
0.092824	91
0.170025	243
0.112019	197
0.031549	15
0.027963	9
0.109488	198
0.038405	50
0.101156	164
0.142287	211
0.141338	200
0.071942	137
0.028596	6
0.031760	3
0.046947	7
0.031760	4
0.026382	5
0.041568	79
0.051271	8
0.051693	73
0.076266	9
0.047158	6
0.025221	4
0.098730	155
0.084282	127
0.044521	58
0.053275	75
0.140705	207
0.041779	53
0.058970	76
0.073946	106
0.045365	47
0.035768	19
0.043467	13
0.072153	99
0.050217	7
0.032288	2
0.027542	15
0.103793	152
0.079219	87
0.049267	73
0.030178	29
0.043678	59
0.036928	18
0.054646	70
0.065720	16
0.035979	54
0.044100	2
0.042518	17
0.029545	18
0.087867	120
0.025116	20
0.025854	25
0.048529	69
0.075845	83
0.065720	6
0.026909	28
0.124991	176
0.025643	11
0.130792	180
0.037455	2
0.073419	92
0.037561	47
0.039881	11
0.062767	73
0.053381	52
0.093246	150
0.110542	132
0.097043	148
0.037139	44
0.071204	82
0.075739	74
0.027120	11
0.164962	259
0.029756	6
0.050006	3
0.084493	98
0.062240	4
0.034819	37
0.031127	12
0.139862	196
0.108433	169
0.042518	4
0.041779	21
0.025749	2
0.063505	65
0.041885	55
0.066247	117
0.059076	76
0.048002	82
0.044627	48
0.061607	62
0.096727	144
0.077110	111
0.039037	17
0.123409	195
0.076372	87
0.023429	17
0.065403	19
0.028491	5
0.044627	7
0.029018	7
0.149353	25
0.034924	48
0.043572	11
0.045260	4
0.056861	72
0.029967	10
0.028807	32
0.113812	181
0.026487	51
0.107695	138
0.140916	203
0.118347	192
0.097148	107
0.074263	106
0.059603	55
0.063189	7
0.055490	57
0.026382	13
0.030811	23
0.072575	95
0.044838	13
0.053591	79
0.066036	63
0.030811	54
0.059814	105
0.027014	2
0.086075	140
0.029545	36
0.036401	17
0.044521	10
0.032498	37
0.049056	6
0.040197	10
0.080274	127
0.034713	42
0.063611	70
0.064876	14
0.050744	2
0.054857	9
0.025960	4
0.072681	121
0.151252	195
0.025643	12
0.068251	101
0.060025	86
0.046631	18
0.085653	140
0.164224	250
0.046314	20
0.041041	6
0.042201	51
0.126151	183
0.062872	31
0.041885	11
0.131741	165
0.112968	182
0.035979	13
0.030811	36
0.075106	113
0.055279	72
0.106746	139
0.043361	22
0.083438	141
0.127206	186
0.115710	217
0.052115	8
0.060130	71
0.040408	15
0.032920	3
0.025116	6
0.037666	42
0.070360	69
0.092508	132
0.027436	36
0.048951	3
0.043467	55
0.085547	141
0.098519	138
0.069517	93
0.059919	92
0.027753	11
0.081540	92
0.031760	5
0.029545	22
0.035873	7
0.031022	34
0.174454	221
0.177829	224
0.099890	160
0.113074	138
0.037244	27
0.033975	30
0.068146	73
0.062872	13
0.166122	230
0.039881	39
0.026909	19
0.028174	8
0.045893	14
0.074790	117
0.039143	7
0.105691	20
0.118347	206
0.023850	6
0.027436	25
0.028913	4
0.036190	5
0.094828	120
0.031971	8
0.079852	129
0.024694	14
0.027647	4
0.046525	22
0.060025	79
0.083227	116
0.039459	5
0.040830	52
0.095461	153
0.066458	95
0.025538	35
0.031655	39
0.089766	143
0.023956	38
0.025854	26
0.072153	103
0.052326	63
0.131530	210
0.064560	83
0.159056	203
0.037772	2
0.041568	55
0.111386	143
0.152306	203
0.095355	134
0.039143	44
0.054013	57
0.079747	86
0.030811	3
0.095883	143
0.052009	36
0.028702	2
0.026698	34
0.029018	35
0.084809	119
0.058126	9
0.072891	101
0.049056	37
0.028280	9
0.039565	44
0.031338	2
0.128999	210
0.072997	79
0.027647	12
0.087446	148
0.135116	191
0.109593	187
0.094195	6
0.130792	167
0.052537	2
0.078165	112
0.027963	6
0.056017	54
0.101789	135
0.031338	5
0.083438	104
0.108011	162
0.026592	18
0.092297	114
0.028491	11
0.062872	99
0.045576	36
0.092719	154
0.141338	216
0.035979	29
0.061818	94
0.039248	43
0.031127	6
0.045576	44
